SMILES
Cc1c(C(C)C)oc2ccc(C3=CC(=O)OC3)cc12
CCCOc1ccn2c(C(C)=O)cc(C)c2c1
CNc1cc(F)c(C)cc1F
CC(=O)c1cc(Cl)c2c(c1Cl)C(=O)OC2=O
CCCCCCCC(=O)C(CCCCCC)C(C)=O
CCCSSCCC
CC=CC1OC(C(O)CC)CC(O)C1C
Cc1c(O)ccc2ccc(=O)oc12
Cc1ccc(O)c2c1CCC(=O)N2
CCc1cccc(SC(F)(F)F)c1
CC(=O)c1c(C)nc(CO)c(C(C)=O)c1C
CNc1cccc(Sc2cnc(C)nc2C)c1
CCC1=Cc2ccccc2Oc2ccccc21
CC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O
CS(=O)(=O)c1ccc(Cl)c2ccncc12
CCn1c(=S)[nH]c2cc3c(C)ncnc3cc21
CC(c1cccs1)c1ccc2cccnc2c1O
CCCC1CN(CC)C(=O)C1(c1ccccc1)c1ccccc1
COCc1cnc2ccccc2c1
COc1cc2oc(=O)ccc2cc1C(O)C(C)C(C)(C)O
Cc1ccc(C23CC4CC(CC(C4)C2)C3)cc1
Cc1cn(C)c2ncn(C)c(=O)c12
CCOc1nc2ccccc2n1C
CNc1c2c(nc3ccccc13)N(C)CC2
Cc1cc(Cc2c(C)nn(C)c2C)c2c(c1O)CCC2
Cc1nc(S(=O)(=O)C(F)(F)C(F)F)[nH]c1C
Cn1c(=O)c2ccccc2c2ccccc21
CCc1cc(Cl)cc(Cl)c1O
COc1cc[n+]([O-])c(CS(=O)(=O)c2nc3ccc(C)cc3[nH]2)c1OC
CCc1ccc(S(=O)(=O)c2ccccc2)cc1S(C)(=O)=O
Cc1cnc(N)cc1C(F)(F)F
CCC=C(C)C1OC(=O)CC(O)CCC(C)(O)C(C)C=CC1C
CNOS(=O)(=O)c1ccc(C)cc1
COc1c(C)cnc(CS(=O)c2nc3ccc(C)cc3[nH]2)c1C
CC(=O)c1cc(C(=O)[O-])ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3
CCCN1CCC(C(=O)CC)(c2ccccc2)CC1
CCC[N+](C)(C)CCc1ccc(Br)cc1
CN1C(=O)c2cccnc2Nc2ccccc21
CCCN1C(=O)C(C)C(c2ccc(OC)cc2)Sc2ccccc21
CN1C(=O)C(CCC(=O)C(C)(C)C)C(=O)N1C
Cc1cc(C2CC2)c(Cl)cc1O
Cc1cc(C2CCCCC2)n(C)c(=O)c1
Cc1cc(C)c2c(c1)OC(C)(C)C1=C2CC(C)CC1
CCc1cc(Br)cc(Br)c1NC
COc1cc(C(=O)c2cc(C)cc(C)c2)ccn1
CC(=O)C(N)Cc1cc(Br)c(O)c(Br)c1
CC(=O)C(N)Cc1ccc([N+](=O)[O-])cc1
CNc1ccc(Sc2ccc(N)cc2)cc1
CCC1C=CC(=O)C1CCCCCCC(=O)C(C)=O
CC1c2ccccc2Oc2ncccc21
CCc1ccc(SC)cc1
CN1CCCC1C#N
CC(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1
COC1(C)CC2(CO2)C(O)C(C=CC(C)C)O1
Cc1nncs1
COc1cc2c(cc1O)C(=O)C(CC1CCN(C)CC1)C2
CCCC=Cc1cc2ncnc(C)c2nc1NC
Cc1cc(C2=c3ccccc3=NC2=O)c(O)[nH]1
CC(=O)c1cc2scnc2c(F)c1C
CCN1CCN(C)CC1
COc1ccc(C)cc1S(=O)(=O)CCO
Cc1ccc(Cc2sc(=O)[nH]c2O)cc1
CS(=O)(=O)c1ccc([N+](=O)[O-])cc1
C=C(C)C(CCC)Cc1c(O)cc(OC)c2c1OC(c1ccc(O)cc1O)C(O)C2=O
CC(=O)CC1CCCc2c1n(C)c1c(F)cc(F)cc21
Cn1c(=O)[nH]c2cc(Cl)n(C)c2c1=O
CN1CCc2c(c3cccc(F)c3n2C)C1=O
COc1ccc2cc(C(C#N)OC)ccc2c1
CNc1cc(C)on1
CNc1ccc2oc3cc(S(C)(=O)=O)ccc3c2c1
CC(=O)C1(C)CCCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
CNc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
COc1c(C(C)=O)n(C)c2ccccc12
CCCc1c(C)[nH]c2cc(OC)c(OC)cc12
CNc1ccc(Cl)c([N+](=O)[O-])c1
CCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1
CCC(C)C(=O)c1ccc(C(F)(F)F)cc1
Cc1ncc(F)c(C)n1
Cn1c(O)c(C2=c3cc(Br)ccc3=NC2=O)sc1=S
CCN(CC)c1ccc2c(C)c(C=O)c(=O)oc2c1
Cc1coc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3
CCn1cc(C2=NOC(C(C)=O)C2)c(C)n1
CC1=NN(C)C(=O)C1N=Nc1cccc(C)c1O
CNC1CN2CCC1CC2
CC1c2ccccc2OCc2c1oc1ccccc21
CC(=O)c1cccc(F)c1Cl
CC(=O)c1cccc(F)c1C(F)(F)F
CC(=O)c1cccc2nc(N)nc(C)c12
Cc1nc(C2CCCN2C)sc1F
CCN(C)Cc1nc2c([nH]1)c(N)nc1cc(C)ccc12
CNc1ccc(F)c(NC)c1
Cc1ccc(S(=O)(=O)OCCCc2cn(C)nn2)cc1
Cc1nn(C)c2c1C(c1ccc(F)cc1Cl)CC(=O)N2
CCCCCCCCCCCCCCC(C(C)=O)[N+](C)(C)C
Cc1cn2nc(N)c3ccccc3c2n1
CC(=O)C1(Cc2ccc(S(C)(=O)=O)cc2)CCCN1C
COc1ccc2c3c1OC1CC(C)C=CC31CCN(C)C2
CCC(C)=CC(C)C1CCC2C(C)CCCC12C
CCS(=O)(=O)c1cc(C(C)=O)c(OC)cc1I
CCN1CC2(C)CCC(OC)C34C2C(OC)C2(OCOC25CC(OC)C2CC3(O)C5C2OC)C14
CCCC=C(C)c1ccc(F)cc1
CCCc1c(C)nc2ccccn2c1=O
CN1c2ccccc2CC(=O)c2ccccc21
COC1CCC2(C)C(CCC(C)C23Cc2c(O)cc(CO)c(C=O)c2O3)C1(C)C
CNc1sc2c(c1C#N)CCCCC2
CCCc1c(C)c(C)c2c(c1O)C(=O)OC2
Cc1ccc(C(c2ccc(C)cc2)c2ccc(Cl)cc2)cc1
CCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC21C
COc1cc2c(C)nc3c4cc5c(cc4ccc3c2cc1OC)OCO5
COC1CCC23CC1(C)CCC2C(C)(C)CC3C
Cc1ccc(C2(N)CCC2)cc1
CNC(CC(C)=O)c1ccc(OC)cc1
CC=C(C)CC(C)CC(C)C1OC(=O)C=CC1C
CC(=O)C1=C(C)N2CC(C)(C)N=C2S1
CC(=O)CC(CN)c1ccc(Cl)cc1
Cc1cc([N+](=O)[O-])ccc1F
CCc1n[nH]c2cc(S(=O)c3ccccc3C(C)=O)ccc12
CN1CCCC(O)c2ccccc21
CC1CC2CC(C)(O)CCC2(C)C1C
CCC12CC3CC(C1)C(O)C(C3)C2
CNC(=N)N(C)c1cccc(I)c1
CNCCCCN=C(N)N
COc1ncnc2[nH]c(C)c(C)c12
CCc1nc2c3cccc(OC)c3nc(N)n2n1
CCc1ccc2c(c1)N(C)C(=O)CO2
CN1CCC2(CC1)NC(=O)NC2=O
COCCS(=O)(=O)c1ccc(C)cc1
Cn1nc2c3ccccc3n(C)cc-2c1=O
CNCCc1c(C)cccc1F
CCC1(c2ccc(F)c(F)c2)COC1
CCC(C)C(NC)C(N)=O
CC(=O)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1
CCc1ccc(C(C)C(C)C)cc1
CCC(O)CC(O)CC(C)=O
CC(=O)c1cc(Cl)cnc1C
CC(c1ccccc1)c1nnn(C)n1
Cc1ccc2c(N)nccc2c1
CC(=O)Sc1ccc(OS(C)(=O)=O)cc1
CC(=O)c1c(O)cccc1O
CCCCCC(=O)CCC1C(O)CC2Cc3c(C)cccc3CC21
Cc1cn2cccnc2n1
CN1C(=O)NC2(CCCCC2)C1=O
CC(=O)C1C(c2ccc(Cl)cc2)NC(=S)NC1(O)C(F)(F)F
CCCCCCc1ccc(C(=O)CCC)cc1
Cc1cc(O)cc(O)c1C(=O)Cc1cnn(C)c1
CCc1cc(Br)cc2[nH]c(=O)c(=O)[nH]c12
CC(=O)c1cn(C)c2nc(C)ccc2c1=O
COc1cc(O)cc(C(C)=O)c1C(=O)c1c(O)cc(CO)cc1O
CNCc1c(C)nc2ccccn12
Cc1nc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(C(F)(F)F)n1
CC(=O)c1nc(C)nc2cc[nH]c12
CNc1cc(C2(C(F)(F)F)CC2)on1
Cc1cccc2c1CCCC2=O
CC(=O)c1ccc2c(c1)N(C)CCN2C
CNc1ccncc1
COc1ccc2c(c1)C(C)=Cc1ccccc1O2
CCC1c2ncn(CC)c2CCN1C
CCCc1ccc(C)c2c(=O)cc(C(C)=O)oc12
CNCc1ccc(C(C)=O)cc1F
CC(=O)C1Cc2c([nH]c3cc(Cl)ccc23)C2(CCN(C)CC2)N1
CC(=O)c1cc2cc(Cl)ccc2oc1=O
CCCCC#CC(C)Sc1ccccc1OC
CC(=O)c1cc2c(s1)-c1ccc(Cl)cc1SC2
Cc1nc2ccccc2nc(=O)c1C
CCCn1nc(NC)c2cc3cc(OC)ccc3nc21
CCc1ccc(CC(C)C)cc1
Cc1nc(CSc2nc(N)cc(N)n2)cs1
CC(=O)CC(C)c1ccc(CC(C)CCCC(C)C)cc1
CNc1ccccc1Sc1cc(Cl)ccc1[N+](=O)[O-]
CC(=O)C1=C(C)CC(=O)c2c1cc1c(c2O)C(=O)c2c(O)cccc2C1=O
Cc1ccc(N)cc1C(=O)c1ccc(Cl)cc1
CNc1n[nH]c2nc(C)c(F)cc12
CNCc1c(C)cc(N)nc1C
COc1ccc(C2Nc3ccccc3C(=O)N2C)cc1
